id	source	Description	rnaseq_gene_count_Pcub_MSU1_3dpi	rnaseq_gene_count_Pcub_MSU1_4dpi	rnaseq_gene_count_Pcub_MSU1_5dpi	rnaseq_gene_count_Pcub_MSU1_6dpi
Pcub-MSU1_017_000414.1	eggnog	protein modification by small protein conjugation or removal	13	33	44	48
Pcub-MSU1_017_000413.1	eggnog	ADP-ribosylation factor family	3	0	2	5
Pcub-MSU1_017_000087.1	eggnog	occurring C-terminal to leucine-rich repeats	1	2	0	7
Pcub-MSU1_017_000412.1	eggnog	assists the folding of proteins upon ATP hydrolysis	349	329	821	1286
Pcub-MSU1_017_000088.1	eggnog	Condensin II non structural maintenance of chromosomes subunit	28	27	66	69
Pcub-MSU1_017_000411.1	eggnog	Kinase-like	15	40	66	151
Pcub-MSU1_017_000410.1	blastp	Homology to Phytophthora pseudosyringae predicted protein KAG7386771.1	25	19	98	147
Pcub-MSU1_017_000409.1	eggnog	domain-containing protein	9	19	64	136
Pcub-MSU1_017_000089.1	eggnog	Protein of unknown function TPD sequence-motif	13	24	61	97
Pcub-MSU1_017_000408.1	eggnog	Dihydrouridine synthase (Dus)	21	40	69	88
Pcub-MSU1_017_000407.1	eggnog	16S rRNA methyltransferase RsmB/F	31	24	85	97
Pcub-MSU1_017_000090.1	eggnog	Ubiquitin carboxyl-terminal hydrolase	100	69	141	358
Pcub-MSU1_017_000406.1	eggnog	Leucine-rich repeats, outliers	63	361	480	433
Pcub-MSU1_017_000405.1	eggnog	domain-containing protein	8.444	17.804	24.849	36.329
Pcub-MSU1_017_000091.1	interproscan	G3DSA:2.60.120.330 domain-containing protein	6	4	5	8
Pcub-MSU1_017_000404.1	blastp	Homology to Phytophthora pseudosyringae predicted protein KAG7381583.1	6	0	1	6
Pcub-MSU1_017_000092.1	eggnog	domain-containing protein	8.556	10.196	34.151	31.671
Pcub-MSU1_017_000403.1	unannotated	Hypothetical protein of unknown function	3	4	2	7
Pcub-MSU1_017_000402.1	interproscan	G3DSA:3.40.50.300 domain-containing protein	11	2	17	13
Pcub-MSU1_017_000093.1	eggnog	Protein of unknown function (DUF3591)	56	60	150	283
Pcub-MSU1_017_000094.1	eggnog	Ubiquitin Carboxyl-terminal Hydrolase-like zinc finger	65	80	110	197
Pcub-MSU1_017_000401.1	eggnog	IQ calmodulin-binding motif	0	0	0	1
Pcub-MSU1_017_000400.1	eggnog	microtubule motor activity	23	25	84	118
Pcub-MSU1_017_000399.1	eggnog	microtubule motor activity	10	10	16	14
Pcub-MSU1_017_000398.1	blastp	Homology to Peronospora destructor predicted protein CAI5713573.1	12	27	66	51
Pcub-MSU1_017_000095.1	eggnog	domain-containing protein	82	92	249	285
Pcub-MSU1_017_000096.1	eggnog	regulation of histone deacetylation	0	1	3	3
Pcub-MSU1_017_000097.1	eggnog	Sodium/calcium exchanger protein	1017	1375	1946	2460
Pcub-MSU1_017_000098.1	eggnog	Vesicle transport v-SNARE protein N-terminus	67	160	297	309
Pcub-MSU1_017_000099.1	eggnog	Leucine-rich repeats, outliers	0	0	0	1
Pcub-MSU1_017_000397.1	eggnog	WD40 repeats	4	32	57	86
Pcub-MSU1_017_000100.1	blastp	Homology to Peronospora effusa predicted protein RMX66704.1	177	355	578	761
Pcub-MSU1_017_000396.1	eggnog	domain-containing protein	3	0	11	41
Pcub-MSU1_017_000101.1	blastp	Homology to Peronospora destructor predicted protein CAI5737264.1	4	10	18	21
Pcub-MSU1_017_000395.1	eggnog	BTB And C-terminal Kelch	38	82	92	135
Pcub-MSU1_017_000102.1	blastp	Homology to Peronospora effusa predicted protein CAI5701085.1	34	35	53	75
Pcub-MSU1_017_000394.1	eggnog	Dynein heavy chain and region D6 of dynein motor	342	466	538	1026
Pcub-MSU1_017_000393.1	eggnog	C-terminus of histone H2A	150	217	388	587
Pcub-MSU1_017_000103.1	eggnog	Broad-Complex, Tramtrack and Bric a brac	25	55	41	80
Pcub-MSU1_017_000392.1	eggnog	domain-containing protein	20	26	63	70
Pcub-MSU1_017_000104.1	eggnog	LETM1-like protein	45	49	181	269
Pcub-MSU1_017_000391.1	blastp	Homology to Peronospora farinosa predicted protein CAH0489683.1	67.602	162.373	507.928	160.557
Pcub-MSU1_017_000105.1	eggnog	domain-containing protein	10	81.292	146.548	112.684
Pcub-MSU1_017_000390.1	eggnog	Aldo/keto reductase family	36	53	119	183
Pcub-MSU1_017_000106.1	blastp	Homology to Peronospora farinosa predicted protein CAH0489683.1	17.398	16.627	47.072	13.443
Pcub-MSU1_017_000107.1	interproscan	PTHR35518 domain-containing protein	30	65	68	153
Pcub-MSU1_017_000389.1	blastp	Homology to Peronospora farinosa predicted protein CAH0489683.1	2	0	5	5
Pcub-MSU1_017_000388.1	eggnog	Snare region anchored in the vesicle membrane C-terminus	57	81	84	153
Pcub-MSU1_017_000108.1	eggnog	Kinase phosphorylation protein	30	28	52	57
Pcub-MSU1_017_000109.1	eggnog	transposition, RNA-mediated	0	0	0	0
Pcub-MSU1_017_000387.1	eggnog	Phosphoadenosine phosphosulfate reductase family	22	43	66	85
Pcub-MSU1_017_000386.1	eggnog	assists the folding of proteins upon ATP hydrolysis	272	314	586	923
Pcub-MSU1_017_000385.1	eggnog	domain-containing protein	3	20.708	18.452	16.316
Pcub-MSU1_017_000384.1	eggnog	Putative serine esterase (DUF676)	6	23	21	17
Pcub-MSU1_017_000383.1	eggnog	Scaffold protein for the de novo synthesis of iron- sulfur (Fe-S) clusters within mitochondria, which is required for maturation of both mitochondrial and cytoplasmic 2Fe-2S and 4Fe-4S proteins	166	356	768	820
Pcub-MSU1_017_000110.1	eggnog	Domain Homologous to E6-AP Carboxyl Terminus with	35	60	72	162
Pcub-MSU1_017_000111.1	blastp	Homology to Phytophthora idaei predicted protein KAG3114746.1	0	4	1	1
Pcub-MSU1_017_000112.1	eggnog	cobalamin binding	38	83	110	103
Pcub-MSU1_017_000113.1	blastp	Homology to Peronospora farinosa predicted protein CAH0489666.1	16	17	26	40
Pcub-MSU1_017_000382.1	eggnog	ketohexokinase activity	7	1	9	7
Pcub-MSU1_017_000381.1	eggnog	ketohexokinase activity	4	0	11	18
Pcub-MSU1_017_000380.1	eggnog	domain-containing protein	9	15	5	28
Pcub-MSU1_017_000379.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_017_000114.1	eggnog	domain-containing protein	5	11	29	38
Pcub-MSU1_017_000378.1	eggnog	Translation initiation factor SUI1	86	139	189	245
Pcub-MSU1_017_000115.1	eggnog	WD domain, G-beta repeat	13	15	16	69
Pcub-MSU1_017_000377.1	eggnog	Protein of unknown function (DUF1279)	86	145	182	263
Pcub-MSU1_017_000116.1	interproscan	PTHR28650 domain-containing protein	47	24	42.876	76.672
Pcub-MSU1_017_000376.1	blastp	Homology to Phytophthora pseudosyringae predicted protein KAG7381205.1	18.71	16.405	21.715	23.997
Pcub-MSU1_017_000117.1	blastp	Homology to Phytophthora pseudosyringae predicted protein KAG7381205.1	8.29	10.595	23.285	23.003
Pcub-MSU1_017_000375.1	interproscan	PTHR28650 domain-containing protein	0	5	5.124	29.328
Pcub-MSU1_017_000118.1	eggnog	GTPase-activator protein for Ras-like GTPase	14	45	44	87
Pcub-MSU1_017_000119.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_017_000120.1	blastp	Homology to Peronospora farinosa predicted protein CAH0487853.1	76	133	211	330
Pcub-MSU1_017_000374.1	interproscan	PTHR36971 domain-containing protein	13	22	42	50
Pcub-MSU1_017_000121.1	eggnog	domain-containing protein	452	738	1776	2238
Pcub-MSU1_017_000373.1	eggnog	Helicase associated domain (HA2) Add an annotation	36	42	76	115
Pcub-MSU1_017_000122.1	eggnog	Zinc finger, C2H2 type	41	25	49	115
Pcub-MSU1_017_000372.1	eggnog	assists the folding of proteins upon ATP hydrolysis	409	519	961	1563
Pcub-MSU1_017_000123.1	eggnog	DUF4217	13	37	48	95
Pcub-MSU1_017_000371.1	blastp	Homology to Phytophthora nicotianae predicted protein ETK74739.1	20	26	62	76
Pcub-MSU1_017_000124.1	eggnog	Survival motor neuron (SMN) interacting protein 1 (SIP1)	5	10	19	32
Pcub-MSU1_017_000125.1	unannotated	Hypothetical protein of unknown function	0	0	2	0
Pcub-MSU1_017_000126.1	eggnog	Domain of unknown function (DUF4505)	14	33	48	79
Pcub-MSU1_017_000127.1	eggnog	domain-containing protein	31	35	72	110
Pcub-MSU1_017_000370.1	eggnog	2OG-Fe(II) oxygenase superfamily	13	28	23	42
Pcub-MSU1_017_000369.1	eggnog	HECT-domain (ubiquitin-transferase)	44	30	88	152
Pcub-MSU1_017_000368.1	eggnog	domain-containing protein	201	325	635	1079
Pcub-MSU1_017_000128.1	blastp	Homology to Peronospora farinosa predicted protein CAH0487857.1	8	18	20	39
Pcub-MSU1_017_000129.1	eggnog	Tetratricopeptide repeat	0	0	3	3
Pcub-MSU1_017_000367.1	blastp	Homology to Phytophthora fragariae predicted protein KAE8906268.1	1	5	9	14
Pcub-MSU1_017_000130.1	blastp	Homology to Phytophthora capsici predicted protein KAG1711849.1	96	261	357	373
Pcub-MSU1_017_000366.1	eggnog	Actin	20	8	27	94.893
Pcub-MSU1_017_000131.1	eggnog	DNA primase activity	1	0	15	20
Pcub-MSU1_017_000365.1	eggnog	TatD related DNase	0	0	3	5
Pcub-MSU1_017_000132.1	eggnog	domain-containing protein	67	52	108	104
Pcub-MSU1_017_000133.1	eggnog	Actin	0	0	0	1.107
Pcub-MSU1_017_000364.1	blastp	Homology to Phytophthora capsici predicted protein KAG1711849.1	19	30	109	102
Pcub-MSU1_017_000363.1	eggnog	Crinkler (CRN) family protein	0	0	0	0
Pcub-MSU1_017_000134.1	eggnog	Protein tyrosine kinase	10	8	21	38
Pcub-MSU1_017_000362.1	eggnog	endosomal vesicle fusion	12	4	13	33
Pcub-MSU1_017_000135.1	eggnog	Mlo family	3.2	15.183	27.419	89.616
Pcub-MSU1_017_000361.1	eggnog	Mlo family	61.8	126.235	214.295	373.384
Pcub-MSU1_017_000136.1	eggnog	Mlo family	0	0	2.286	0
Pcub-MSU1_017_000137.1	eggnog	Mlo family	0	12.582	0	0
Pcub-MSU1_017_000138.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_017_000139.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_017_000140.1	eggnog	Mlo family	18	5	52	107
Pcub-MSU1_017_000360.1	eggnog	zinc finger	60	80	110	211
Pcub-MSU1_017_000141.1	eggnog	Low molecular weight phosphatase family	32	43	88	80
Pcub-MSU1_017_000359.1	blastp	Homology to Phytophthora fragariae predicted protein KAE8949967.1	19	7	28	45
Pcub-MSU1_017_000358.1	eggnog	Required for 40S ribosome biogenesis	10	23	103	117
Pcub-MSU1_017_000142.1	blastp	Homology to Phytophthora sojae predicted protein XP_009517770.1	30	40	28	52
Pcub-MSU1_017_000143.1	eggnog	Trm112p-like protein	11	33	41	34
Pcub-MSU1_017_000357.1	eggnog	Complex I intermediate-associated protein 30 (CIA30)	23	47	63	58
Pcub-MSU1_017_000144.1	eggnog	domain-containing protein	29	27	75	64
Pcub-MSU1_017_000356.1	eggnog	Centriolar protein SAS N-terminal	0	0	2	8
Pcub-MSU1_017_000145.1	interproscan	PTHR38019 domain-containing protein	0	0	2	3
Pcub-MSU1_017_000146.1	eggnog	domain-containing protein	38	34	92	111
Pcub-MSU1_017_000355.1	eggnog	Calpain family cysteine protease	5	0	10	35
Pcub-MSU1_017_000354.1	interproscan	PTHR35396 domain-containing protein	0	0	0	0
Pcub-MSU1_017_000147.1	interproscan	PTHR31827 domain-containing protein	0	0	0	0
Pcub-MSU1_017_000353.1	eggnog	WD40 repeats	30	13	29	63
Pcub-MSU1_017_000148.1	interproscan	PTHR35396 domain-containing protein	0	0	0	0
Pcub-MSU1_017_000149.1	eggnog	ALG3 protein	75	111	124	165
Pcub-MSU1_017_000150.1	eggnog	Required for the first step in the synthesis of diphthamide, a post-translational modification of histidine which occurs in translation elongation factor 2	10	29	58	67
Pcub-MSU1_017_000151.1	eggnog	Mitotic-spindle organizing gamma-tubulin ring associated	0	3	0	0
Pcub-MSU1_017_000352.1	eggnog	glycogenin glucosyltransferase activity	42	88	95	191
Pcub-MSU1_017_000152.1	eggnog	Extension to Ser/Thr-type protein kinases	18	29	39	76
Pcub-MSU1_017_000351.1	eggnog	Enoyl-(Acyl carrier protein) reductase	89	125	132	234
Pcub-MSU1_017_000153.1	eggnog	WD domain, G-beta repeat	65	56	115	218
Pcub-MSU1_017_000350.1	eggnog	Rubisco LSMT substrate-binding	24	35	59	87
Pcub-MSU1_017_000154.1	eggnog	positive regulation of mitochondrial fission	22	22	37	59
Pcub-MSU1_017_000349.1	eggnog	Aldo/keto reductase family	114	128	221	264
Pcub-MSU1_017_000155.1	eggnog	Papain family cysteine protease	878	431	893	1255
Pcub-MSU1_017_000348.1	eggnog	Kinesin motor, catalytic domain. ATPase	2	11	33	43
Pcub-MSU1_017_000347.1	eggnog	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	4	23	89	114
Pcub-MSU1_017_000156.1	eggnog	phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity	31	47	69	139
Pcub-MSU1_017_000157.1	eggnog	BT1 family	12	25	27	24
Pcub-MSU1_017_000158.1	eggnog	Fused Ig-PH domain of plant-specific actin-binding protein	50	79	181	236
Pcub-MSU1_017_000159.1	eggnog	outer dynein arm assembly	9	17	18	34
Pcub-MSU1_017_000346.1	eggnog	Pellino	6.792	24	41.598	77.181
Pcub-MSU1_017_000345.1	eggnog	voltage-gated potassium channel activity	0	0	0	0
Pcub-MSU1_017_000160.1	eggnog	voltage-gated potassium channel activity	10	8	11	17
Pcub-MSU1_017_000161.1	eggnog	Pellino	1.208	0	3.402	7.819
Pcub-MSU1_017_000162.1	eggnog	Transcription initiation factor IIF, alpha subunit (TFIIF-alpha)	37	53	86	103
Pcub-MSU1_017_000163.1	eggnog	3'-5'-exoribonuclease activity	94	122	234	265
Pcub-MSU1_017_000164.1	eggnog	Regulator of volume decrease after cellular swelling	6	9	40	38
Pcub-MSU1_017_000344.1	eggnog	motif in proteasome subunits, Int-6, Nip-1 and TRIP-15	373	341	701	1116
Pcub-MSU1_017_000343.1	blastp	Homology to Phytophthora pseudosyringae predicted protein KAG7384083.1	0	3	1	14
Pcub-MSU1_017_000165.1	eggnog	Protein tyrosine kinase	16	28	33	69
Pcub-MSU1_017_000342.1	blastp	Homology to Phytophthora ramorum predicted protein KAH7488273.1	1	1	4	14
Pcub-MSU1_017_000341.1	blastp	Homology to Phytophthora idaei predicted protein KAG3111668.1	3	0	0	27
Pcub-MSU1_017_000340.1	eggnog	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily	204	99	185	482
Pcub-MSU1_017_000166.1	eggnog	Hydantoinase B/oxoprolinase	247	270	437	796
Pcub-MSU1_017_000339.1	eggnog	zinc finger	5	11	43	58
Pcub-MSU1_017_000167.1	eggnog	CAF1 family ribonuclease	132	143	254	356
Pcub-MSU1_017_000338.1	eggnog	Signal recognition particle receptor beta subunit	36	48	58	95
Pcub-MSU1_017_000168.1	eggnog	domain-containing protein	30	73	144	174
Pcub-MSU1_017_000337.1	eggnog	Protein of unknown function DUF111	34	30	46	69
Pcub-MSU1_017_000336.1	eggnog	Elicitin	35	55	171	294
Pcub-MSU1_017_000169.1	eggnog	Rhamnogalacturonan lyase B, N-terminal	0	0	0	0
Pcub-MSU1_017_000335.1	eggnog	Rhamnogalacturonan lyase B, N-terminal	4	11.718	14.731	21.144
Pcub-MSU1_017_000170.1	eggnog	P-type ATPase (P-ATPase) superfamily	30.936	20.219	47.652	11.452
Pcub-MSU1_017_000334.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_017_000171.1	eggnog	Rhamnogalacturonan lyase B, N-terminal	2	2.282	5	2
Pcub-MSU1_017_000172.1	eggnog	mTERF	20	41	26	46
Pcub-MSU1_017_000173.1	interproscan	PTHR31973 domain-containing protein	10	5	58	62
Pcub-MSU1_017_000333.1	blastp	Homology to Phytophthora nicotianae predicted protein ETK74873.1	27	30.97	68	98.991
Pcub-MSU1_017_000332.1	blastp	Homology to Phytophthora nicotianae predicted protein ETP04417.1	35	40	63	60
Pcub-MSU1_017_000174.1	eggnog	intracellular sterol transport (GRAMD1C)	89	100	125	241
Pcub-MSU1_017_000331.1	blastp	Homology to Phytophthora nicotianae predicted protein XP_008896863.1	68	68	139	343
Pcub-MSU1_017_000330.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_017_000329.1	eggnog	Rhamnogalacturonan lyase B, N-terminal	0	0	4.269	5.856
Pcub-MSU1_017_000328.1	eggnog	P-type ATPase (P-ATPase) superfamily	340.064	131.781	296.348	272.548
Pcub-MSU1_017_000327.1	eggnog	Polysaccharide lyase family 4, domain II	2	7	2	8
Pcub-MSU1_017_000326.1	eggnog	Rhamnogalacturonan lyase B, N-terminal	23	44	31	100
Pcub-MSU1_017_000325.1	eggnog	Specifically deglycosylates the denatured form of N- linked glycoproteins in the cytoplasm and assists their proteasome-mediated degradation	31	12	55	78
Pcub-MSU1_017_000175.1	interproscan	PTHR21549 domain-containing protein	19	0	9	13
Pcub-MSU1_017_000324.1	interproscan	PTHR31827 domain-containing protein	11	18	27	50
Pcub-MSU1_017_000176.1	eggnog	Lactonase, 7-bladed beta-propeller	13	12	43.095	91
Pcub-MSU1_017_000323.1	eggnog	Polyketide cyclase / dehydrase and lipid transport	10.541	17.751	27.157	63.793
Pcub-MSU1_017_000322.1	eggnog	Polyketide cyclase / dehydrase and lipid transport	18.699	52.129	125.173	121.93
Pcub-MSU1_017_000177.1	eggnog	Polyketide cyclase / dehydrase and lipid transport	4.759	14.119	11.67	51.277
Pcub-MSU1_017_000321.1	eggnog	Lactonase, 7-bladed beta-propeller	14.482	16.033	16.063	22.118
Pcub-MSU1_017_000320.1	eggnog	Lactonase, 7-bladed beta-propeller	0	0	2.314	0
Pcub-MSU1_017_000319.1	eggnog	Lactonase, 7-bladed beta-propeller	55.582	153.391	263.981	330.33
Pcub-MSU1_017_000318.1	eggnog	Lactonase, 7-bladed beta-propeller	48.936	61.24	98.327	185.962
Pcub-MSU1_017_000178.1	eggnog	Lactonase, 7-bladed beta-propeller	0	23.336	12.221	3.59
Pcub-MSU1_017_000179.1	blastp	Homology to Peronospora belbahrii predicted protein CAH0480938.1	65	112	130	200
Pcub-MSU1_017_000180.1	eggnog	Trehalose-phosphatase	37	31	100	131
Pcub-MSU1_017_000317.1	eggnog	Guanine nucleotide exchange factor synembryn	10	50	38	78
Pcub-MSU1_017_000181.1	eggnog	FKBP-type peptidyl-prolyl cis-trans isomerase	454	821	1054	1537
Pcub-MSU1_017_000182.1	eggnog	Tetratricopeptide repeat	22	28	34	86
Pcub-MSU1_017_000183.1	eggnog	domain-containing protein	18	64	176	212
Pcub-MSU1_017_000316.1	blastp	Homology to Phytophthora palmivora predicted protein POM60147.1	36	64	205	258
Pcub-MSU1_017_000184.1	eggnog	Mannosyltransferase putative	25	18	35	75.172
Pcub-MSU1_017_000315.1	eggnog	domain-containing protein	9	10	19	22
Pcub-MSU1_017_000314.1	eggnog	Mannosyltransferase putative	0	0	0	4.828
Pcub-MSU1_017_000313.1	blastp	Homology to Phytophthora idaei predicted protein KAG3168261.1	30	38	53	72
Pcub-MSU1_017_000312.1	eggnog	Sigma factor PP2C-like phosphatases	281	257	419	521
Pcub-MSU1_017_000311.1	eggnog	Mannosyltransferase putative	21	56	88	118
Pcub-MSU1_017_000310.1	eggnog	Protein kinase C conserved region 2 (CalB)	14	35	48	69
Pcub-MSU1_017_000185.1	eggnog	Acetyl-coenzyme A transporter 1	46	191	235	341
Pcub-MSU1_017_000309.1	eggnog	modification-dependent protein catabolic process	29	49	65	70
Pcub-MSU1_017_000186.1	eggnog	Cysteine-rich secretory protein family	26	42	52	69
Pcub-MSU1_017_000308.1	eggnog	Cysteine-rich secretory protein family	0	13	11	14
Pcub-MSU1_017_000307.1	eggnog	Cysteine-rich secretory protein family	43	83	25	130
Pcub-MSU1_017_000306.1	eggnog	SLIDE	95	102	236	253
Pcub-MSU1_017_000187.1	blastp	Homology to Peronospora farinosa;Peronospora effusa predicted protein RMX65754.1	40	73	155	189
Pcub-MSU1_017_000305.1	eggnog	domain-containing protein	152	142	175	379
Pcub-MSU1_017_000188.1	eggnog	Protein kinase C conserved region 2 (CalB)	19	26	39	77
Pcub-MSU1_017_000189.1	blastp	Homology to Phytophthora cinnamomi predicted protein KAG6609042.1	36	54	45	44
Pcub-MSU1_017_000304.1	eggnog	Catalyzes the dehydration of the S-form of NAD(P)HX at the expense of ATP, which is converted to ADP	87	82	197	303
Pcub-MSU1_017_000190.1	eggnog	Domain of unknown function (DUF1974)	112	166	247	504
Pcub-MSU1_017_000191.1	eggnog	Mycolic acid cyclopropane synthetase	113	205	221	292
Pcub-MSU1_017_000303.1	interproscan	SSF47473 domain-containing protein	0	0	0	1
Pcub-MSU1_017_000192.1	blastp	Homology to Plasmopara halstedii predicted protein XP_024572513.1	13.526	13.9	29.017	46.096
Pcub-MSU1_017_000302.1	blastp	Homology to Phytophthora sojae predicted protein XP_009517549.1	65.474	77.1	102.983	164.904
Pcub-MSU1_017_000193.1	unannotated	Hypothetical protein of unknown function	0	0	0	0
Pcub-MSU1_017_000301.1	eggnog	Enoyl-(Acyl carrier protein) reductase	40	60	84	102
Pcub-MSU1_017_000300.1	eggnog	N-acetyldiaminopimelate deacetylase activity	51	56	102	176
Pcub-MSU1_017_000194.1	eggnog	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network	363	313	697	1188
Pcub-MSU1_017_000299.1	eggnog	Glycosyl hydrolase family 47	26	57	144	180
Pcub-MSU1_017_000195.1	eggnog	Endoplasmic reticulum-based factor for assembly of V-ATPase	16	2	30	35
Pcub-MSU1_017_000196.1	eggnog	NEMP family	15	18	35	57
Pcub-MSU1_017_000298.1	interproscan	PTHR31827 domain-containing protein	20	9	27	24
Pcub-MSU1_017_000297.1	eggnog	Protein kinase C conserved region 2 (CalB)	33	90	95	131
Pcub-MSU1_017_000197.1	eggnog	Protein kinase C conserved region 2 (CalB)	136	154	223	265
Pcub-MSU1_017_000296.1	eggnog	Hsp70 protein	91	72	219	306
Pcub-MSU1_017_000198.1	eggnog	HNH endonuclease	71	42	51	126
Pcub-MSU1_017_000295.1	eggnog	Aminotransferase class I and II	770	721	736	1324
Pcub-MSU1_017_000199.1	eggnog	Domain in histone families 1 and 5	810	1740	2038	2597
Pcub-MSU1_017_000294.1	eggnog	Centrosomal protein	3	1	6	2
Pcub-MSU1_017_000200.1	eggnog	domain-containing protein	824	502	701	1075
Pcub-MSU1_017_000201.1	eggnog	Bromodomain extra-terminal - transcription regulation	263	359	587	897
Pcub-MSU1_017_000293.1	interproscan	PTHR32083 domain-containing protein	3	0	0	0
Pcub-MSU1_017_000292.1	eggnog	domain-containing protein	18	48	78	71
Pcub-MSU1_017_000202.1	eggnog	C2H2 type zinc-finger (2 copies)	9	32	107	135
Pcub-MSU1_017_000203.1	eggnog	Mo25-like	71	79	158	321
Pcub-MSU1_017_000204.1	eggnog	domain-containing protein	62	172	177	332
Pcub-MSU1_017_000205.1	eggnog	Las1-like	4	17	45	24
Pcub-MSU1_017_000291.1	eggnog	C-terminal, D2-small domain, of ClpB protein	144	169	355	525
Pcub-MSU1_017_000206.1	eggnog	Ring finger	81	57	98	193
Pcub-MSU1_017_000290.1	eggnog	Ubiquitin-2 like Rad60 SUMO-like	3	5	6	8
Pcub-MSU1_017_000207.1	blastp	Homology to Phytophthora pseudosyringae predicted protein KAG7387405.1	42	43	78	116
Pcub-MSU1_017_000289.1	eggnog	Integral membrane protein S linking to the trans Golgi network	8	12	26	29
Pcub-MSU1_017_000208.1	eggnog	Fungal trichothecene efflux pump (TRI12)	69	93	109	150
Pcub-MSU1_017_000288.1	interproscan	PTHR47357 domain-containing protein	39	49	154	160
Pcub-MSU1_017_000209.1	blastp	Homology to Phytophthora pseudosyringae predicted protein KAG7387410.1	3	19	61	82
Pcub-MSU1_017_000287.1	eggnog	Bestrophin, RFP-TM, chloride channel	48	66	50	113
Pcub-MSU1_017_000210.1	eggnog	Autophagy protein Apg6	22	44	42	68
Pcub-MSU1_017_000286.1	interproscan	PTHR35213 domain-containing protein	25	39	77	102
Pcub-MSU1_017_000285.1	eggnog	autophagosome maturation	130	204	246	359
Pcub-MSU1_017_000284.1	eggnog	TRAF-type zinc finger	0	0	6	12
Pcub-MSU1_017_000211.1	eggnog	protein tyrosine/serine/threonine phosphatase activity	0	3	7	14
Pcub-MSU1_017_000283.1	eggnog	Thymidylate kinase	33	72	87	118
Pcub-MSU1_017_000282.1	eggnog	tRNA 5'-leader removal	147.789	168.164	252.706	407.986
Pcub-MSU1_017_000212.1	eggnog	tRNA 5'-leader removal	34.297	54.742	53.119	99.501
Pcub-MSU1_017_000281.1	eggnog	Biopterin-dependent aromatic amino acid hydroxylase	180	223	342	455
Pcub-MSU1_017_000213.1	eggnog	domain-containing protein	273	290	483	751
Pcub-MSU1_017_000214.1	eggnog	domain-containing protein	8	23	20	31
Pcub-MSU1_017_000215.1	eggnog	Serine carboxypeptidase	36	14	30	76
Pcub-MSU1_017_000280.1	eggnog	tRNA 5'-leader removal	52.703	26.258	52.881	87.499
Pcub-MSU1_017_000216.1	eggnog	tRNA 5'-leader removal	137.211	140.836	172.294	296.014
Pcub-MSU1_017_000217.1	interproscan	PTHR12459 domain-containing protein	12	24	40	36
Pcub-MSU1_017_000218.1	eggnog	FYVE zinc finger	19	26	23	48
Pcub-MSU1_017_000219.1	eggnog	domain-containing protein	17	21	34	83
Pcub-MSU1_017_000279.1	eggnog	GHMP kinases C terminal	125	144	237	363
Pcub-MSU1_017_000220.1	eggnog	DNA Topoisomerase I (eukaryota)	104	78	198	351
Pcub-MSU1_017_000278.1	eggnog	ankyrin repeats	30	71	93	113
Pcub-MSU1_017_000221.1	blastp	Homology to Phytophthora fragariae predicted protein KAE8899490.1	4	7	5	18
Pcub-MSU1_017_000222.1	interproscan	PTHR13510 domain-containing protein	36	50	83	148
Pcub-MSU1_017_000223.1	eggnog	DAHP synthetase I family	889	904	1716	3208
Pcub-MSU1_017_000277.1	eggnog	Iguana/Dzip1-like DAZ-interacting protein N-terminal	16	15	14	60
Pcub-MSU1_017_000224.1	eggnog	Transcription factor subunit Med10 of Mediator complex	14	30	64	80
Pcub-MSU1_017_000276.1	eggnog	voltage-gated potassium channel activity	0	3	4	10
Pcub-MSU1_017_000275.1	eggnog	domain-containing protein	7	0	6	9
Pcub-MSU1_017_000274.1	eggnog	Ion transport protein	4	4	1	23
Pcub-MSU1_017_000225.1	eggnog	domain-containing protein	13	5	4	35
Pcub-MSU1_017_000273.1	blastp	Homology to Peronospora belbahrii predicted protein CAH0480800.1	24	27	39	64
Pcub-MSU1_017_000226.1	interproscan	PTHR12459 domain-containing protein	17	27	34	41
Pcub-MSU1_017_000227.1	eggnog	Ankyrin repeats (3 copies)	5	3	1	8
Pcub-MSU1_017_000272.1	eggnog	Sulfite exporter TauE/SafE	16	26	18	37
Pcub-MSU1_017_000228.1	blastp	Homology to Phytophthora cactorum predicted protein KAG3188861.1	4	7	3	21
Pcub-MSU1_017_000271.1	eggnog	internal peptidyl-lysine acetylation	48	45	142	147
Pcub-MSU1_017_000270.1	eggnog	domain-containing protein	17	20	27	76
Pcub-MSU1_017_000229.1	eggnog	Type III restriction enzyme, res subunit	353	727	1687	2012
